hh_size,n_children,region_type,hh_autos,n_emp,dist_to_transit,hh_income,trip_length_km,weight
3,0,urban,1,2,0.7,3051,0.59,0.474952449
1,0,metropolitan,3,1,0.3,3736,22.8,5.53530141
4,2,rural,2,2,0.7,2623,19,1.454180936
3,0,urban,2,1,0.7,1848,12.35,0.520978291
2,0,urban,1,2,15,2408,33.25,0.937162912
2,0,urban,1,2,15,2408,1.43,1.664463403
2,0,metropolitan,2,2,0.15,1216,1.9,1.649493884
4,2,metropolitan,2,0,0.15,4973,2.85,0.538447825
3,0,metropolitan,2,3,0.05,2346,11.88,0.23099801
3,1,metropolitan,1,2,0.15,2047,14.25,1.453202818
3,1,metropolitan,1,2,0.15,2047,14.25,1.007165685
2,1,metropolitan,0,1,0.3,1329,1.9,0.92572557
4,1,metropolitan,3,2,0.15,6740,5.7,0.580619261
4,1,metropolitan,3,2,0.15,6740,0.67,0.745489859
4,1,metropolitan,3,2,0.15,6740,0.67,0.745489859
2,0,rural,2,2,0.7,2640,10.45,3.120526628
2,0,rural,2,2,0.7,2640,11.4,1.992992594
3,0,urban,1,2,0.05,2419,5.88,0.292087318
3,0,urban,1,2,0.05,2419,6.65,0.401235035
2,0,urban,2,2,0.7,2503,14.25,0.6993163
3,0,metropolitan,2,2,0.3,3457,11.59,0.701832018
3,0,metropolitan,2,2,0.3,3457,4.9,0.823001882
2,0,metropolitan,2,1,1.5,2256,1.05,0.536411599
3,0,urban,2,2,0.7,5946,38,0.483737309
3,0,urban,2,2,0.7,5946,9.5,0.503824392
2,0,urban,1,2,0.3,2773,7.41,0.424257307
2,0,urban,1,2,0.3,2773,7.41,0.426217713
2,0,urban,2,1,0.3,1888,14.25,0.804989089
4,2,urban,2,2,0.05,2356,12.35,0.494782167
4,2,urban,2,2,0.05,2356,3.8,0.503038879
4,1,metropolitan,2,1,0.3,3430,0.2,0.907475798
4,1,metropolitan,2,1,0.3,3430,71.25,0.62894076
4,1,metropolitan,1,2,0.15,6098,7.6,0.594543055
4,1,metropolitan,1,2,0.15,6098,0.69,0.635118896
5,1,urban,1,1,1.5,2519,1.9,0.496973546
4,2,metropolitan,1,2,0.3,2975,0.59,0.756493115
4,2,metropolitan,1,2,0.3,2975,0.59,0.756493115
2,0,metropolitan,2,2,0.05,2636,5.7,0.664538745
2,0,metropolitan,2,2,0.05,2636,19,0.620564749
3,1,rural,2,2,0.7,2511,0.49,1.737772952
3,1,rural,2,2,0.7,2511,23.75,2.148771475
6,1,rural,4,5,0.05,2427,0.95,0.511079205
6,1,rural,4,5,0.05,2427,0.88,0.510507468
2,0,rural,2,1,1.5,2480,38.95,1.444620225
2,0,metropolitan,2,2,0.05,3681,19.95,2.66465251
2,0,metropolitan,2,2,0.05,3681,6.65,2.775301605
4,1,rural,1,4,0.7,2434,1.9,1.169684235
4,1,rural,1,4,0.7,2434,2.85,0.881674829
4,1,rural,1,4,0.7,2434,2.85,0.881674829
4,1,rural,1,4,0.7,2434,54.15,1.405257803
4,1,rural,1,4,0.7,2434,1.47,0.962008573
3,1,metropolitan,2,2,0.3,4105,59.85,0.746507073
3,1,urban,2,1,3.5,2495,38,0.657616461
3,1,urban,2,1,3.5,2495,38,1.021092842
3,1,urban,2,2,0.05,3974,57,0.98940689
1,0,metropolitan,0,1,0.7,1464,0.1,1.749744936
2,0,metropolitan,1,2,0.7,1608,42.75,2.098424512
2,0,metropolitan,1,2,0.7,1608,42.75,1.999926566
1,0,urban,1,1,0.3,1009,9.5,6.025126293
1,0,urban,1,1,0.7,1479,26.6,2.359326952
4,1,metropolitan,1,2,0.7,1882,21.66,1.049323772
2,0,metropolitan,1,2,0.7,3131,3.8,1.444495523
2,0,metropolitan,1,2,0.7,3131,2.85,1.504477875
4,2,urban,1,2,0.7,3777,2.85,0.499237428
4,2,urban,1,2,0.7,3777,2.85,0.499237428
4,2,rural,2,1,0.3,4250,38,0.665484206
3,0,metropolitan,1,2,0.7,3353,3.8,0.884222071
2,0,metropolitan,1,1,0.7,1404,9.03,0.479758279
1,0,urban,1,1,0.3,960,14.25,3.502804776
4,0,urban,2,4,0.3,5082,6.86,0.736494742
4,0,urban,2,4,0.3,5082,23.75,1.026690921
4,0,urban,2,4,0.3,5082,7.6,0.611142708
2,0,urban,1,2,0.7,2673,1.9,1.394782058
2,0,urban,1,2,0.7,2673,2.94,1.823202449
2,0,metropolitan,1,1,0.15,3099,3.9,0.287117424
1,0,rural,1,1,0.3,706,6.65,6.296410869
4,2,metropolitan,1,1,0.7,2263,42.75,1.617502762
2,0,urban,1,1,0.7,3491,4.75,0.069154881
5,1,urban,2,4,1.5,4074,11.4,0.593735271
5,1,urban,2,4,1.5,4074,11.4,0.41149782
2,0,urban,1,1,0.15,2260,13.78,0.645430882
2,0,metropolitan,1,2,0.15,3015,8.12,3.014153231
2,0,metropolitan,1,2,0.15,3015,8.12,2.897671937
2,0,metropolitan,1,1,0.3,3532,2.94,1.027405255
6,4,metropolitan,1,3,0.15,1404,19,1.15879695
6,4,metropolitan,1,3,0.15,1404,9.03,1.115969124
5,0,urban,3,5,0.7,5900,23.75,0.6812564
5,0,urban,3,5,0.7,5900,2.85,0.982960138
5,0,urban,3,5,0.7,5900,2.85,1.012213584
3,1,metropolitan,1,1,0.05,3918,35.15,1.386536119
4,0,metropolitan,5,1,0.15,2690,30.4,0.745489859
2,0,metropolitan,2,1,0.7,4763,33.25,0.365635307
3,1,metropolitan,2,2,0.7,2299,3.33,1.525088156
1,0,metropolitan,0,1,0.7,910,4.51,3.384416147
5,3,urban,1,2,0.15,2103,1.96,0.945469687
5,3,urban,1,2,0.15,2103,1.43,0.699751823
5,3,urban,1,2,0.15,2103,1.43,0.699751823
3,1,urban,1,2,0.3,2912,0.69,0.700599174
3,1,urban,1,2,0.3,2912,3.33,0.740700176
2,0,metropolitan,2,2,0.3,4298,9.5,1.104519363
2,0,metropolitan,2,2,0.3,4298,19,1.094739167
5,3,urban,1,1,0.05,4662,0.78,0.572965179
5,3,metropolitan,2,2,0.05,7566,6.65,0.393087222
2,0,metropolitan,2,2,0.15,5549,45.6,7.275569501
2,0,metropolitan,2,2,0.15,5549,34.2,7.692009657
2,0,metropolitan,1,2,0.15,2869,4.9,0.950459369
2,0,metropolitan,1,2,0.15,2869,4.9,1.219298282
4,0,urban,3,3,0.3,5227,4.75,0.741528773
4,0,urban,3,3,0.3,5227,1.9,0.785596809
4,0,urban,3,3,0.3,5227,21.85,1.230047602
2,0,metropolitan,1,1,0.7,2846,31.59,1.254474409
1,0,metropolitan,1,1,0.7,1398,6.18,2.465274104
2,1,metropolitan,0,1,0.7,1485,0.1,0.90756606
2,0,metropolitan,1,1,1.5,1521,2.38,0.639793965
2,0,urban,2,2,0.7,3927,28.5,1.863255098
1,0,metropolitan,1,1,0.3,1169,9.5,0.79614812
4,2,urban,1,2,0.3,3457,4.75,0.614392157
4,2,urban,1,2,0.3,3457,1.47,0.581129385
2,0,metropolitan,1,1,0.15,1237,4.28,0.826909644
2,0,metropolitan,1,1,0.15,1237,4.28,0.737385698
2,0,metropolitan,2,1,0.3,3099,15.2,0.499587688
1,0,rural,1,1,0.3,1913,4.75,1.078910629
4,2,urban,3,2,0.7,4439,28.5,0.634009417
4,2,urban,3,2,0.7,4439,8.55,0.79802824
3,1,rural,2,1,0.3,2686,19,0.908350248
2,0,metropolitan,2,2,0.3,3657,10.45,1.176295892
2,0,metropolitan,2,2,0.3,3657,10.45,1.176295892
2,0,urban,2,1,0.7,1581,2.85,0.748272074
4,0,metropolitan,3,2,1.5,7566,23.75,0.629094255
4,0,metropolitan,3,2,1.5,7566,17.58,1.571996378
2,0,metropolitan,1,1,0.05,1159,13.54,1.037635693
2,0,metropolitan,2,1,0.3,1314,25.27,0.46387448
4,2,urban,2,2,0.7,4994,0.95,1.016382431
4,2,urban,2,2,0.7,4994,0.95,1.016382431
4,0,rural,3,3,3.5,3286,16.15,0.902700362
4,0,rural,3,3,3.5,3286,42.75,1.497398962
4,2,metropolitan,2,1,0.7,4952,26.6,0.671296382
3,0,metropolitan,1,1,0.05,892,1.47,1.050679552
3,0,metropolitan,1,1,0.05,892,1.47,1.92447619
2,0,urban,2,1,0.7,2733,1.43,0.921222853
5,0,metropolitan,2,2,0.05,3250,9.03,0.904071015
4,2,urban,1,2,0.3,2018,15.2,0.525478534
4,2,urban,1,2,0.3,2018,12.35,0.670029357
4,2,urban,1,2,0.3,2018,12.35,0.670029357
4,2,urban,1,2,0.7,2661,0.95,0.548087061
4,0,metropolitan,1,1,0.15,1662,10.45,0.408204664
4,1,urban,1,2,0.7,1777,7.22,0.033812406
4,1,urban,1,2,0.7,1777,3.33,0.139081151
2,0,metropolitan,2,1,3.5,1851,52.25,0.742010253
3,1,urban,1,2,0.05,3198,4.75,0.595122933
3,1,urban,1,2,0.05,3198,0.98,0.516194615
1,0,urban,2,1,0.3,4538,22.8,3.146119675
4,0,urban,4,3,0.15,4481,36.1,0.446036171
4,0,urban,4,3,0.15,4481,24.7,0.886781071
4,0,urban,4,3,0.15,4481,16.15,0.886781071
2,0,urban,1,2,0.15,4192,25.65,0.398195377
2,0,urban,1,2,0.15,4192,4.9,0.409377868
2,1,metropolitan,1,1,0.05,1473,23.75,0.579067574
2,1,metropolitan,1,1,0.05,1473,23.75,0.874308052
4,2,urban,1,1,0.3,2110,10.45,1.259574446
3,0,urban,3,2,0.3,2242,19,0.83215685
3,0,urban,3,2,0.3,2242,4.75,0.818498106
1,0,rural,1,1,0.3,2492,7.6,9.68757507
3,1,metropolitan,2,1,0.05,1844,7.6,1.945550692
4,1,metropolitan,1,1,0.05,2331,6.65,0.815969654
4,2,urban,1,2,0.3,2476,4.75,0.541152814
3,0,urban,1,2,0.05,2295,0.9,0.991422516
3,1,metropolitan,2,1,0.3,2364,12.35,0.968645211
4,0,metropolitan,3,1,0.7,4932,14.25,0.69217939
3,1,metropolitan,2,2,0.05,4159,9.93,0.561946221
1,0,rural,1,1,0.05,1377,5.7,2.306301737
3,0,metropolitan,1,3,0.7,4043,28.5,0.6178578
3,0,metropolitan,1,3,0.7,4043,16.15,0.620712795
3,0,metropolitan,1,3,0.7,4043,3.92,1.140615372
1,0,metropolitan,1,1,0.05,1820,2.85,1.596612531
6,3,metropolitan,2,2,1.5,4348,2.85,0.805048037
2,0,metropolitan,0,1,0.15,1305,20.76,1.804212858
5,0,metropolitan,3,1,0.05,6952,5.7,0.387864597
3,0,urban,3,2,0.15,2678,23.75,1.32841996
3,0,urban,3,2,0.15,2678,20.9,0.965893829
2,0,metropolitan,0,2,1.5,7216,4.75,1.04430674
2,0,metropolitan,0,2,1.5,7216,4.75,0.746112148
3,1,metropolitan,1,2,0.3,2515,2.16,1.218946044
3,1,metropolitan,1,2,0.3,2515,13.3,0.949367109
1,0,metropolitan,1,1,0.3,2791,45.13,5.779931602
2,0,urban,2,0,3.5,1287,0.95,1.03513746
4,1,urban,2,2,0.15,4126,10.45,0.758261567
4,1,urban,2,2,0.15,4126,23.75,0.78736156
2,0,metropolitan,2,2,0.15,6562,6.18,1.729409878
5,1,urban,4,3,0.7,5731,0.76,0.779402146
1,0,urban,1,1,0.7,1960,0.88,9.832653342
1,0,urban,1,1,0.7,1960,0.88,9.832653342
3,0,metropolitan,2,1,0.7,2855,61.75,1.041806427
2,0,metropolitan,0,2,0.15,2249,22.56,0.982231386
2,0,metropolitan,0,2,0.15,2249,15.34,0.846472708
2,0,rural,3,2,0.7,4250,2.85,2.71581022
2,0,rural,3,2,0.7,4250,95,1.93093062
2,0,urban,2,1,0.7,2107,3.8,0.458088039
4,2,metropolitan,1,2,0.05,4203,0.98,0.527091201
4,2,metropolitan,1,2,0.05,4203,0.95,0.506076489
4,2,metropolitan,1,1,0.15,2382,2.38,0.472218653
2,0,metropolitan,1,1,0.7,3612,0.9,0.429628633
2,0,urban,2,1,0.3,1271,6.65,0.616503299
5,1,metropolitan,2,2,0.15,6483,13.54,0.397202657
5,1,metropolitan,2,2,0.15,6483,5.7,0.312317137
3,1,urban,1,1,0.3,2113,1.71,0.75499818
3,1,urban,1,1,0.3,2113,9.6,0.75499818
4,0,urban,4,3,0.05,2198,0.48,0.459557179
4,0,urban,4,3,0.05,2198,0.48,0.459557179
4,0,urban,4,3,0.05,2198,4.75,0.827936346
5,3,metropolitan,2,2,0.3,3424,20.9,0.739509388
3,0,metropolitan,2,3,0.7,3846,19,0.398097968
3,0,metropolitan,2,3,0.7,3846,17.1,0.275047309
2,0,rural,2,1,0.7,3583,17.1,1.681866892
4,2,rural,1,2,0.7,1578,1.9,0.341528385
4,2,rural,1,2,0.7,1578,1.9,0.341528385
3,0,urban,1,1,0.05,3404,3.33,0.440174514
5,1,urban,2,2,0.05,5227,41.8,0.540809665
2,1,metropolitan,1,1,0.05,1401,21.85,0.940991182
5,0,urban,4,4,0.7,8505,15.2,0.423627104
5,0,urban,4,4,0.7,8505,0.95,0.582625838
5,0,urban,4,4,0.7,8505,95,0.750677881
1,0,urban,1,1,0.7,2495,6.65,2.282203395
3,0,urban,3,2,0.7,2640,57,1.034456418
3,1,urban,0,1,0.05,1203,0.49,0.568582751
3,1,urban,0,1,0.05,1203,0.49,0.568582751
3,0,urban,3,3,0.3,2755,6.17,0.280493214
3,0,urban,3,3,0.3,2755,4.75,0.423308176
2,0,rural,2,2,0.05,2364,1.81,0.374813778
3,1,metropolitan,1,1,0.7,3828,3.61,1.666048323
3,0,metropolitan,4,2,0.3,7076,0.95,0.698114301
3,0,metropolitan,4,2,0.3,7076,0.95,0.723191521
3,0,urban,1,3,0.05,2699,7.6,0.405361426
3,0,urban,1,3,0.05,2699,9.5,0.838001927
2,0,rural,1,1,0.7,1863,4.9,1.34877491
3,0,metropolitan,2,1,1.5,2632,5.7,0.160747075
3,0,metropolitan,3,2,1.5,1530,19,0.302086851
3,0,metropolitan,3,2,1.5,1530,9.5,0.313680113
1,0,urban,1,1,0.7,2215,13.3,4.373138847
3,2,metropolitan,0,1,0.3,992,3.92,1.257227272
4,0,metropolitan,2,2,0.05,2253,28.5,0.992728351
4,0,metropolitan,2,2,0.05,2253,3.8,0.882036101
4,2,urban,1,2,0.7,2539,4.9,0.88365155
4,2,urban,1,2,0.7,2539,6.65,0.850992788
4,0,metropolitan,3,4,0.7,5421,24.7,0.423228844
4,0,metropolitan,3,4,0.7,5421,27.55,0.406355043
4,0,metropolitan,3,4,0.7,5421,9.5,0.980702993
4,0,metropolitan,3,4,0.7,5421,24.7,0.980702993
2,0,metropolitan,2,2,0.3,8505,13.3,0.842201183
2,0,rural,1,2,1.5,2393,47.03,0.513698539
2,0,rural,1,2,1.5,2393,80.75,0.51427385
2,0,rural,2,1,0.05,2846,2.85,3.921476483
5,3,rural,2,2,0.7,2292,48.45,0.500247525
2,0,metropolitan,2,1,0.3,1710,3.43,1.235157908
2,0,metropolitan,0,1,0.7,741,4.9,0.608185049
2,0,metropolitan,1,1,0.05,2090,24.7,1.182369765
4,2,metropolitan,2,1,1.5,2902,2.85,0.569230089
4,2,metropolitan,2,1,1.5,2902,2.85,0.569230089
2,0,urban,1,1,0.3,1759,13.3,0.961615092
1,0,metropolitan,1,1,0.15,1897,1.9,1.061332625
1,0,metropolitan,1,1,0.15,1897,1.9,1.061332625
2,0,metropolitan,2,1,0.3,2194,14.73,0.463873005
4,1,metropolitan,2,1,0.05,2346,2.94,0.647577385
7,4,metropolitan,2,2,3.5,3204,4.28,0.856836734
7,4,metropolitan,2,2,3.5,3204,7.6,0.822675326
1,0,urban,1,1,0.3,1823,11.4,1.188058051
2,0,rural,1,2,1.5,1599,1.96,0.596458059
4,2,urban,1,1,0.05,1768,0.98,0.979142615
4,2,urban,1,1,0.05,1768,0.98,0.979142615
3,1,metropolitan,2,2,0.7,1629,21.85,0.407763897
3,1,metropolitan,2,2,0.3,3153,15.34,2.734300438
2,0,urban,1,2,0.15,3828,5.7,0.777789704
2,0,metropolitan,1,1,0.3,2725,11.4,0.755381765
4,1,metropolitan,2,3,0.3,2985,33.25,0.337892267
4,1,metropolitan,2,3,0.3,2985,1.47,0.369851449
5,1,urban,3,4,0.7,2782,11.4,0.562598933
5,1,urban,3,4,0.7,2782,30.4,0.888758546
4,2,urban,1,1,0.3,2208,38,1.228758585
2,0,metropolitan,2,2,0.7,4399,0.95,0.819750333
1,0,urban,1,1,0.7,1440,10.45,4.5244345
3,0,urban,2,1,0.7,1599,1.9,1.494139584
2,0,rural,1,2,0.7,1530,14.25,1.020404215
2,0,rural,1,2,0.7,1530,14.25,1.176428292
4,2,urban,1,2,0.05,3227,27.55,2.175010956
2,0,urban,2,2,1.5,2404,35.15,2.104995552
2,0,urban,2,2,1.5,2404,23.75,2.100387468
4,2,metropolitan,1,2,0.7,4360,5.88,0.57143018
4,2,metropolitan,1,2,0.7,4360,5.88,0.57143018
1,0,urban,0,1,0.7,1308,0.98,1.456074941
2,0,metropolitan,1,1,0.05,640,3.43,0.770166909
2,0,urban,1,1,0.15,2716,21.85,0.862530262
2,0,urban,1,2,1.5,2008,8.55,1.240897398
1,0,metropolitan,1,1,0.3,2712,4.75,2.03932356
2,0,urban,2,1,0.7,2782,5.7,0.726097607
3,1,urban,5,2,0.7,1894,10.45,1.320388629
1,0,urban,1,1,0.15,2133,25.65,2.357705584
2,0,metropolitan,1,1,0.15,3744,18.05,0.835158077
2,0,metropolitan,1,1,0.15,3744,0.69,1.134983578
2,0,metropolitan,2,2,3.5,4912,11.4,2.087322877
2,0,metropolitan,2,2,3.5,4912,7.6,2.004102953
4,2,metropolitan,2,2,0.7,4799,28.5,0.653533107
3,0,metropolitan,2,2,0.7,3099,2.38,0.887703997
2,0,metropolitan,2,2,0.05,3769,28.5,2.866574034
2,1,rural,0,1,0.7,1153,2.45,1.853177275
2,0,metropolitan,2,2,0.05,4399,6.86,0.835158077
2,0,metropolitan,2,2,0.05,4399,1.81,0.769081563
2,0,urban,2,1,0.7,1913,36.1,0.942150788
2,0,metropolitan,0,1,0.7,1389,4.51,0.902572353
4,1,metropolitan,2,3,1.5,3164,4.75,0.574224879
4,1,metropolitan,2,3,1.5,3164,23.75,0.539833643
4,1,metropolitan,2,3,1.5,3164,1.96,0.531795134
2,0,metropolitan,1,1,0.3,3450,3.8,1.125589672
2,0,metropolitan,1,1,0.3,3450,14.25,1.125589672
3,0,metropolitan,2,2,0.7,3612,22.8,0.172666455
4,0,metropolitan,3,1,0.7,2527,8.55,0.214143475
4,2,metropolitan,2,2,0.05,2836,1.9,0.99354955
2,0,urban,1,2,0.7,6098,2.85,1.014178007
2,0,urban,1,2,0.7,6098,2.85,1.005197757
2,0,urban,2,2,0.7,3955,85.5,2.605126423
4,1,metropolitan,1,2,0.7,2083,25.27,0.719922626
2,0,rural,3,2,0.05,3227,7.6,1.82840522
2,0,rural,3,2,0.05,3227,33.25,1.812215226
3,0,metropolitan,1,1,0.05,1783,38,0.673501841
5,3,urban,2,2,0.3,3491,32.3,0.462094684
5,3,urban,2,2,0.3,3491,7.6,0.517608014
4,1,rural,2,3,1.5,2012,2.45,0.52545002
4,1,rural,2,3,1.5,2012,20.9,0.646617838
4,0,urban,3,2,0.7,3620,14.25,0.329310003
4,0,urban,3,2,0.7,3620,9.5,0.329310003
2,0,metropolitan,1,2,0.05,3221,23.75,3.707265553
2,0,metropolitan,1,2,0.05,3221,8.12,3.6744388
3,0,urban,3,2,0.3,4115,10.45,0.409864282
3,0,urban,3,2,0.3,4115,24.7,0.801437842
2,0,urban,2,1,0.7,2566,38,0.84215637
3,0,urban,2,2,0.7,4348,23.75,0.540997083
3,0,urban,2,2,0.7,4348,0.98,0.566800414
4,2,urban,1,3,0.15,2686,7.6,0.736494742
6,4,metropolitan,3,1,0.05,9204,7.6,0.674790886
3,0,rural,1,2,0.3,2931,2.85,0.525909215
5,3,metropolitan,1,2,0.3,3704,13.54,0.500205326
3,1,metropolitan,2,2,0.7,1635,9.8,0.8875039
4,1,rural,1,1,0.7,2408,23.75,0.406417662
3,0,urban,3,3,0.3,5731,5.7,0.642759183
3,0,urban,3,3,0.3,5731,6.18,0.653485272
3,0,urban,3,3,0.3,5731,28.5,1.508574408
4,0,metropolitan,3,2,0.3,5334,0.95,0.78299898
4,2,metropolitan,1,1,0.3,1817,5.7,0.534786158
2,0,metropolitan,2,1,0.7,2673,9.5,0.912526516
3,1,rural,2,1,0.7,2476,17.1,0.620135135
5,3,metropolitan,1,1,0.3,1518,57,1.219722596
2,0,metropolitan,2,2,0.15,3062,2.28,0.316425185
2,0,urban,2,2,0.3,2546,1.9,0.305902862
3,0,metropolitan,1,1,0.7,2888,47.5,0.571997315
6,2,metropolitan,1,2,0.3,5452,9.03,1.163042249
2,0,metropolitan,1,1,0.15,925,28.5,0.592346983
4,1,urban,1,2,0.05,3256,4.9,0.587560484
4,0,urban,2,2,0.05,2985,14.44,0.2691598
4,0,urban,2,2,0.05,2985,2.71,0.2691598
2,0,metropolitan,2,0,0.15,2229,2.85,1.052846046
3,0,metropolitan,2,2,0.3,2695,55.1,0.874252223
3,0,metropolitan,2,2,0.3,2695,55.1,0.929961187
2,0,metropolitan,2,2,0.05,6562,1.9,1.874849786
1,0,metropolitan,1,1,0.7,2902,7.13,2.559596478
2,0,urban,1,1,0.3,2446,24.7,1.254811539
4,2,metropolitan,0,2,0.3,3347,5.88,0.8277651
4,2,metropolitan,0,2,0.3,3347,16.66,0.868533177
2,0,metropolitan,2,2,0.7,4538,76,1.583064734
2,0,metropolitan,2,2,0.7,4538,7.6,1.648801141
1,0,metropolitan,1,1,0.3,869,20.9,2.000158111
2,0,metropolitan,1,1,0.3,1209,5.7,1.084962397
2,0,metropolitan,1,1,0.3,1209,5.7,1.007231474
3,0,urban,2,1,0.7,2390,22.8,2.532698742
3,0,urban,3,3,0.05,2965,6.65,0.54866011
3,0,urban,3,3,0.05,2965,1.71,0.632552537
4,1,metropolitan,2,2,0.7,7216,13.54,0.253255419
4,1,metropolitan,2,2,0.7,7216,10.83,0.156821358
3,0,rural,1,1,0.05,1443,9.5,0.374125743
4,1,urban,3,2,0.15,4003,20.9,0.500433684
4,1,urban,3,2,0.15,4003,14.25,0.688260008
4,1,urban,3,2,0.15,4003,31.35,0.886781071
4,0,metropolitan,2,1,0.3,3665,15.2,0.453958189
3,0,metropolitan,2,3,0.7,4053,14.25,0.510155124
2,0,metropolitan,2,1,0.05,1677,25.65,1.290995856
3,0,rural,2,1,0.3,2818,4.75,2.895664089
2,0,metropolitan,2,2,0.7,3554,7.6,0.910983957
2,0,metropolitan,2,2,0.7,3554,7.6,0.910983957
2,0,metropolitan,2,2,0.7,3554,9.5,0.948812361
3,0,rural,1,2,1.5,5227,4.28,0.278026566
3,0,rural,1,2,1.5,5227,4.28,0.278026566
3,0,rural,1,2,1.5,5227,4.28,0.293940293
3,1,urban,1,1,0.3,604,0.98,1.2263424
3,1,urban,1,1,0.3,604,4.75,1.2263424
3,1,rural,1,2,0.15,2349,6.65,1.416541245
3,1,rural,1,2,0.15,2349,6.65,1.410025803
3,0,metropolitan,2,2,0.7,6045,4.75,0.327483497
2,0,metropolitan,1,1,0.7,2404,8.55,0.944346231
3,1,metropolitan,1,2,0.15,1587,19,1.183695206
3,1,urban,3,2,0.7,4439,1.9,1.583591816
4,2,rural,1,1,0.05,1440,2.45,1.474959633
2,0,metropolitan,2,2,0.05,3120,63.18,3.516452051
2,0,metropolitan,2,2,0.05,3120,4.06,4.160060621
3,0,rural,3,3,0.7,3110,2.85,0.653696455
3,1,urban,2,2,3.5,3221,23.75,0.830433267
2,0,urban,0,1,0.15,1542,11.73,0.869170616
3,1,metropolitan,1,2,0.3,1383,0.39,0.649426462
1,0,metropolitan,1,1,0.3,2777,15.2,4.660484408
4,2,metropolitan,2,1,0.7,2225,19.95,1.135322439
4,2,rural,1,2,0.7,6952,3.92,1.322728658
4,2,rural,1,2,0.7,6952,2.94,1.33454567
4,2,rural,1,2,0.7,6952,2.94,1.33454567
4,2,metropolitan,2,2,0.05,2382,2.66,0.156849424
2,0,urban,2,2,0.3,4053,7.6,1.197545707
1,0,metropolitan,0,1,0.15,1863,9.03,2.941985326
4,2,metropolitan,1,1,0.15,2751,3.52,1.119378494
2,0,metropolitan,1,2,0.15,2446,4.51,1.227940877
2,0,metropolitan,1,2,0.15,2446,0.2,1.217067819
4,1,urban,2,2,0.05,2874,6.65,0.54659154
4,1,urban,2,2,0.05,2874,0.39,0.7333876
4,2,metropolitan,2,2,0.7,3457,8.55,1.071350575
4,2,metropolitan,2,2,0.7,3457,27.55,1.053765786
4,0,metropolitan,4,4,0.3,6841,63.18,0.485643635
4,0,metropolitan,4,4,0.3,6841,6.18,0.508806835
4,0,metropolitan,4,4,0.3,6841,2.38,0.894799213
4,0,metropolitan,4,4,0.3,6841,2.38,0.894799213
4,0,metropolitan,4,4,0.3,6841,36.1,0.894799213
2,0,urban,2,2,0.3,5812,21.85,1.270015796
2,0,urban,2,2,0.3,5812,17.1,1.188878296
5,3,metropolitan,0,0,0.15,1280,18.05,0.54148362
4,1,urban,2,2,0.7,4524,6.65,0.473754637
4,1,urban,2,2,0.7,4524,4.75,0.678189307
2,0,metropolitan,1,2,0.7,2511,5.88,0.486565545
2,0,metropolitan,1,2,0.7,2511,15.2,0.484327566
1,0,metropolitan,3,1,0.7,3233,36.1,9.185013664
2,0,urban,1,1,0.05,2034,47.5,2.157264265
3,0,urban,1,1,0.15,2465,1.47,0.771368618
4,1,urban,3,3,0.3,3051,0.95,0.602652335
4,1,urban,3,3,0.3,3051,8.12,0.493609568
3,0,metropolitan,2,2,0.7,4373,13.54,0.333846504
4,1,urban,2,3,0.3,4646,7.13,0.510897598
4,1,urban,2,3,0.3,4646,3.8,0.543685794
4,1,urban,2,3,0.3,4646,6.18,0.503289967
4,1,urban,2,3,0.3,4646,6.18,0.503289967
5,1,urban,3,4,0.15,3286,11.4,0.630378407
5,3,metropolitan,2,2,0.05,3094,19,0.880726285
4,1,metropolitan,3,3,0.3,3430,1.9,1.091858444
5,2,urban,2,3,0.3,2960,2.45,0.585372664
5,2,urban,2,3,0.3,2960,18.05,0.3290989
4,0,urban,3,2,0.3,5771,1.9,0.613096553
2,0,metropolitan,2,2,0.3,2832,8.55,0.277783852
2,0,metropolitan,2,2,0.3,2832,12.35,0.388025604
5,2,metropolitan,1,1,0.15,2067,1.35,0.666289232
4,2,urban,1,2,0.7,2335,31.35,0.790961933
3,0,metropolitan,2,1,0.15,2519,5.7,0.841913203
1,0,metropolitan,0,1,0.05,1005,13.54,2.464962596
2,0,rural,2,1,0.15,1932,5.7,0.705378137
4,1,metropolitan,2,1,0.15,4912,2.85,0.227032412
4,2,metropolitan,2,2,0.7,2431,24.7,0.453289
3,1,metropolitan,1,2,0.3,3491,20.9,0.982683653
3,1,metropolitan,1,2,0.3,3491,0.49,1.47442906
2,0,rural,1,1,0.7,1938,51.3,1.710850922
2,0,metropolitan,1,2,0.05,2031,0.39,0.898152986
3,0,metropolitan,2,3,0.3,5812,38,0.72207711
3,1,metropolitan,2,2,0.3,6213,1.9,0.858126385
4,2,metropolitan,3,2,0.7,2077,4.28,0.23066961
1,0,metropolitan,1,1,0.15,1957,2.26,3.167780187
2,0,metropolitan,2,2,0.3,2850,5.7,0.302012175
2,0,metropolitan,2,2,0.3,2850,50.54,0.29028268
2,0,metropolitan,1,2,0.7,2827,0.95,1.660651064
2,0,metropolitan,1,2,0.7,2827,4.28,1.633393694
3,0,metropolitan,3,2,0.7,5279,38.95,1.221949049
2,0,metropolitan,2,1,0.7,3192,0.1,0.326157506
4,1,metropolitan,1,2,0.05,3627,13.3,1.120274138
4,1,metropolitan,1,2,0.05,3627,14.44,0.776424086
4,1,urban,3,1,0.05,2786,0.95,0.50738872
